fc.annotation...c..GeneID...,X15.bam,X18.bam,X2.bam,X33.bam
ARHGAP17,5,7,20,8
LOC100421171,0,0,0,0
LOC554206,0,0,0,0
LINC02175,0,0,0,0
SCML2P2,0,0,0,0
LOC100421169,0,0,0,0
LOC100421173,0,0,0,0
LCMT1-AS1,3,0,0,0
LCMT1,0,8,4,4
LCMT1-AS2,0,0,0,0
RN7SL557P,0,0,0,0
AQP8,0,0,0,0
ZKSCAN2,1,0,0,3
ZKSCAN2-DT,0,0,1,0
LINC02191,1,0,0,1
CYCSP39,0,0,0,0
LOC105371147,0,0,0,0
LOC105369297,1,0,0,0
HS3ST4,7,9,3,13
LOC100420641,0,0,0,0
MIR548W,0,0,0,0
RNA5SP405,0,0,0,0
HMGN2P3,0,0,0,0
HSPE1P16,0,0,0,0
LOC105371149,0,0,0,0
LOC105371150,0,0,0,0
LOC102723536,1,1,0,1
LINC02195,0,0,0,0
LOC105371153,0,0,0,0
LOC105371154,0,0,0,0
C16orf82,0,0,0,0
EEF1A1P38,0,0,0,0
LOC105371155,0,0,0,0
LINC02129,0,0,0,0
KDM8,1,0,3,4
NSMCE1,1,2,1,2
NSMCE1-DT,0,0,0,1
IL4R,16,26,29,12
IL21R,6,2,14,4
IL21R-AS1,0,0,0,0
GTF3C1,5,6,8,14
KATNIP,7,10,15,11
LOC107984874,0,0,0,0
LOC100128079,0,0,0,0
LOC105371157,0,0,0,0
GSG1L,8,5,4,2
RNU6-159P,0,0,0,0
RNU6-1241P,0,0,0,0
XPO6,50,106,117,26
TPRKBP2,0,0,0,0
RNY1P10,0,0,0,0
GAPDHP35,0,0,0,0
SBK1,3,4,6,6
LOC105369182,0,0,0,0
NPIPB6,0,0,0,0
EIF3CL,3,6,13,7
MIR6862-1,0,0,0,0
LOC112268171,0,2,0,0
CDC37P2,0,0,0,0
NPIPB7,1,0,0,2
CLN3,4,4,13,4
APOBR,3,4,8,0
IL27,0,0,1,0
NUPR1,0,0,0,0
SGF29,4,4,1,5
SULT1A2,0,0,1,2
SULT1A1,2,12,9,1
LOC107984835,0,0,0,0
NPIPB8,0,1,0,0
EIF3C,5,4,11,1
CDC37P1,0,0,0,0
MIR6862-2,0,0,0,0
NPIPB9,0,2,0,0
LOC105379464,0,0,0,0
PAWRP2,0,0,0,0
RPS15AP33,0,0,0,0
ATXN2L,14,9,27,9
TUFM,0,6,7,11
MIR4721,0,0,0,0
SH2B1,1,2,4,2
ATP2A1,1,1,0,1
ATP2A1-AS1,0,0,0,0
RABEP2,1,1,1,4
CD19,0,1,0,1
NFATC2IP,8,8,22,20
MIR4517,0,0,0,0
SPNS1,1,2,5,5
LAT,5,4,14,8
NPIPB10P,0,2,1,0
RRN3P2,1,4,5,4
LOC101928215,0,0,0,0
LOC100129184,0,0,0,0
LOC107984832,14,7,8,18
LOC101928188,0,0,0,0
LOC102723708,0,0,0,0
LOC105371159,1,1,1,0
LOC107984833,0,0,0,0
SNX29P2,2,6,4,3
NPIPB11,4,3,8,7
SMG1P6,0,3,2,7
BOLA2-SMG1P6,1,1,0,0
LOC606724,0,0,0,0
BOLA2,0,0,0,0
SLX1B,0,0,0,0
SLX1B-SULT1A4,0,0,0,0
SULT1A4,0,0,0,0
LOC388242,1,0,0,0
LOC101928556,0,0,0,0
NPIPB12,0,0,0,0
SMG1P2,6,9,21,5
LOC105371168,0,0,0,0
MIR3680-2,0,0,0,0
SLC7A5P1,0,0,0,0
CA5AP1,1,0,0,0
SPN,11,8,46,43
QPRT,0,1,2,1
RN7SKP127,1,1,2,0
C16orf54,4,7,11,8
ZG16,0,0,1,1
LOC105371167,0,0,0,0
KIF22,1,1,1,0
LOC107984837,0,0,0,0
MAZ,0,0,0,0
LOC112268170,0,0,0,0
PRRT2,0,1,1,0
PAGR1,1,0,0,3
MVP,7,15,19,10
CDIPT,6,8,3,12
CDIPTOSP,0,1,1,0
SEZ6L2,1,1,0,1
ASPHD1,0,2,0,0
KCTD13,0,3,2,0
KCTD13-DT,0,0,1,0
TMEM219,1,5,2,7
TAOK2,1,2,0,2
HIRIP3,0,0,1,0
INO80E,1,0,0,1
DOC2A,0,1,0,1
C16orf92,0,0,0,0
TLCD3B,1,0,0,1
LOC112694756,1,0,0,0
ALDOA,0,0,0,0
PPP4C,3,1,6,1
TBX6,0,0,2,1
YPEL3,51,58,55,55
YPEL3-DT,1,0,0,1
GDPD3,0,0,0,0
MAPK3,5,4,11,5
CORO1A-AS1,0,0,0,0
CORO1A,6,8,13,13
BOLA2B,0,0,2,0
SLX1A,0,0,0,0
SLX1A-SULT1A3,0,0,0,1
SULT1A3,0,0,0,0
LOC613038,0,0,0,0
LOC101929894,0,0,0,0
NPIPB13,4,2,6,0
SMG1P5,4,7,6,5
LOC100421031,0,0,0,2
CD2BP2,0,4,8,4
CD2BP2-DT,0,0,0,0
TBC1D10B,1,3,2,2
MYLPF,1,0,0,0
SEPTIN1,2,1,2,7
ZNF48,1,0,1,0
ZNF771,0,0,1,0
SNORA80C,0,0,0,1
DCTPP1,1,1,3,0
SEPHS2,2,2,2,5
ITGAL,22,21,61,49
RNU7-61P,0,0,0,0
MIR4518,0,0,0,0
ZNF768,0,1,0,0
ZNF747,0,0,0,2
ZNF747-DT,0,0,0,2
LOC100127965,0,0,0,0
ZNF764,0,1,0,1
ZNF688,2,0,0,2
ZNF785,1,1,1,0
ZNF689,1,1,3,3
PRR14,2,4,7,3
FBRS,3,12,15,19
RNU6-416P,0,0,0,0
LOC730183,1,1,2,0
SRCAP,3,2,2,4
RNU6-1043P,0,0,0,0
SNORA30,0,0,0,0
TMEM265,1,0,2,2
PHKG2,2,1,3,0
CFAP119,0,0,0,0
RNF40,5,9,15,8
ZNF629,0,0,0,0
LOC647086,0,0,0,0
BCL7C,2,0,1,1
MIR4519,0,0,0,0
MIR762HG,0,0,0,0
MIR762,0,0,0,0
CTF1,0,0,0,3
CTF2P,0,1,0,0
FBXL19-AS1,0,0,0,0
FBXL19,0,3,0,2
ORAI3,2,0,3,1
SETD1A,4,1,4,2
HSD3B7,0,0,0,0
STX1B,0,0,1,0
STX4,3,8,8,8
LOC101928762,3,2,2,0
ZNF668,0,1,0,2
ZNF646,0,1,1,1
PRSS53,0,0,0,0
VKORC1,3,1,2,1
BCKDK,2,2,1,2
KAT8,6,6,7,6
PRSS8,0,0,0,0
PRSS36,0,0,0,0
NDUFA3P6,0,0,0,0
FUS,9,32,54,33
PYCARD,1,4,13,2
PYCARD-AS1,0,0,0,1
TRIM72,2,0,1,2
PYDC1,0,0,0,0
ITGAM,12,13,21,10
ITGAX,45,48,55,42
LOC100422479,0,0,0,0
ITGAD,1,0,2,4
COX6A2,0,0,0,0
ZNF843,0,0,0,0
ARMC5,0,2,0,0
TGFB1I1,1,0,0,0
SLC5A2,0,0,0,0
RUSF1,0,2,1,0
AHSP,28,28,18,24
LINC02190,0,0,0,0
VN1R64P,0,0,0,0
VN1R65P,0,0,0,0
FRG2KP,0,0,0,0
YBX3P1,0,1,0,2
KRBOX5P1,0,0,0,0
VN1R66P,0,0,0,0
RBM22P12,0,0,0,0
CLUHP3,1,1,5,5
KRBOX5,2,5,6,7
LOC107983990,0,0,0,0
VN1R67P,0,0,0,0
PPP2CBP1,0,0,0,0
VN1R3,0,0,0,0
RBM22P13,0,0,0,0
ZNF267,3,5,10,2
LOC100422713,0,0,0,0
LOC388248,0,0,0,1
IGHV1OR16-1,0,0,0,0
LOC105371174,0,0,0,0
LOC102725101,0,0,0,0
IGHV3OR16-9,0,0,0,0
LOC101060104,0,0,0,0
HERC2P4,0,0,0,1
ABHD17AP8,0,0,0,0
LOC105379466,0,0,0,0
TP53TG3D,0,0,1,0
LOC100507221,0,0,0,0
LOC390705,0,0,0,0
LOC105371191,1,0,0,3
ACTR3BP3,0,0,0,0
SLC9B1P5,0,3,0,1
PABPC1P13,0,0,0,0
ABCD1P3,0,0,0,0
FAM153DP,1,1,0,0
LOC107984013,0,0,0,0
TP53TG3,0,0,0,0
LOC105371177,0,0,0,0
ABHD17AP7,0,0,0,0
LOC112268180,0,0,0,0
HERC2P5,0,0,0,1
LOC101060048,0,0,0,0
IGHV2OR16-5,0,0,0,0
BCAP31P2,0,0,1,0
SLC6A10P,0,0,0,0
IGHV3OR16-15,0,0,0,0
IGHV3OR16-6,0,0,0,0
LOC100419016,0,0,0,0
IGHV3OR16-10,0,0,0,0
IGHV3OR16-8,0,0,0,0
LOC112268181,0,0,0,0
LOC107984809,0,0,0,0
HERC2P8,0,2,0,1
LOC107987232,0,0,0,0
ABHD17AP9,0,0,0,0
TP53TG3C,0,0,0,0
TP53TG3E,0,0,0,0
LOC105369266,0,0,0,0
TP53TG3B,0,0,0,0
LOC105379473,0,0,0,0
TP53TG3F,0,0,0,0
LOC105379474,0,0,0,0
LOC647208,0,0,0,0
LOC101929031,0,0,0,0
LOC102724181,1,2,0,1
BMS1P8,1,1,0,1
LOC107984855,0,0,0,0
LOC107984083,0,0,0,0
LOC102724207,0,0,0,0
ENPP7P13,0,0,0,0
IGHV3OR16-12,0,0,0,0
LOC342443,0,0,0,0
IGHV3OR16-13,0,0,0,0
IGHV3OR16-17,0,0,0,0
IGHV3OR16-11,0,0,0,0
ARHGAP23P1,0,0,1,4
IGHV3OR16-7,0,0,0,0
IGHV3OR16-16,0,0,0,0
LOC105369183,0,0,0,0
LOC102724223,1,0,0,0
BCAP31P1,0,0,0,0
LOC348210,0,0,0,0
DUX4L45,0,0,0,0
PCMTD1P2,0,0,0,0
DUX4L46,0,0,0,0
DUX4L47,0,0,0,0
LINC00273,0,0,0,0
LOC110262331,18,18,27,16
RNA5-8SP2,0,0,0,0
MIR9901,0,0,0,0
BCLAF1P2,5,7,23,11
LOC102724485,0,0,0,0
LOC105379475,0,0,0,0
LOC107987236,0,0,0,0
LOC107987235,0,0,0,0
LOC102724523,0,0,0,0
LINC02184,0,0,0,0
LOC162137,0,0,0,0
LOC107984902,0,0,0,0
LOC105371195,0,0,0,0
CCNYL3,0,0,0,0
CLUHP11,0,0,0,0
NAMPTP3,0,0,0,0
VPS35P1,0,0,2,0
VN1R68P,0,0,0,0
VN1R69P,0,0,0,0
LOC105371197,0,0,0,0
UBE2MP1,0,0,0,0
SLC25A1P4,0,0,0,0
LOC112268173,0,0,0,0
LOC105371200,0,1,0,0
TP53TG3GP,0,0,0,0
RARRES2P5,0,0,0,0
FGFR3P5,0,0,0,0
FRG2JP,1,0,0,0
RARRES2P6,0,0,0,0
AGGF1P8,0,0,0,0
C2orf69P5,0,0,0,0
LOC105371199,0,0,0,0
LOC105371198,0,0,0,0
FRG2HP,0,0,0,0
RARRES2P9,0,0,0,0
AGGF1P9,0,0,0,0
C2orf69P4,0,0,0,0
LINC01566,1,1,0,0
FRG2GP,0,0,0,0
AGGF1P4,0,0,0,0
LOC105371201,0,0,0,0
FRG2IP,1,0,0,0
RARRES2P7,0,0,0,0
AGGF1P5,0,0,0,0
C2orf69P3,0,0,0,0
ZNF971P,0,0,0,0
LOC105371203,0,1,0,0
FRG2DP,0,0,0,0
RARRES2P10,0,0,0,0
AGGF1P6,0,0,0,0
C2orf69P2,0,0,0,0
TP53TG3HP,0,0,0,0
LOC105371204,0,0,0,0
RARRES2P8,0,0,0,0
AGGF1P7,0,0,0,0
C2orf69P1,0,0,0,0
C1QL1P1,0,0,0,0
KIF18BP1,0,0,0,0
RNA5SP406,0,0,0,0
RNA5SP407,0,0,0,0
RNA5SP408,0,0,0,0
RNA5SP409,0,0,0,0
RNA5SP410,0,0,0,0
RNA5SP411,0,0,0,0
LINC02167,0,1,0,0
RNA5SP412,0,0,0,0
RNA5SP413,0,0,0,0
RNA5SP414,0,0,0,0
RNA5SP415,0,0,0,0
RNA5SP416,0,0,0,0
RNA5SP417,0,0,0,0
RNA5SP418,0,0,0,0
RNA5SP419,0,0,0,0
RNA5SP420,0,0,0,0
RNA5SP421,0,0,0,0
RNA5SP422,0,0,0,0
RNA5SP423,0,0,0,0
HMGN2P41,1,0,2,1
VN1R70P,0,0,0,0
PPP1R1AP2,0,0,0,0
LOC101929923,1,0,0,0
ANKRD26P1,2,1,1,4
RNU6-845P,0,0,0,0
LOC441768,0,0,0,0
LOC100421259,0,0,0,0
SHCBP1,0,0,0,1
RAB43P1,0,1,1,0
VPS35,6,9,18,11
ORC6,0,0,1,0
MYLK3,2,1,0,1
LOC100130180,0,1,0,0
C16orf87,2,5,4,2
CKBP1,0,0,0,0
GPT2,0,1,0,1
SNORD148,0,0,0,0
DNAJA2,4,1,4,6
NETO2,3,1,3,5
ITFG1-AS1,0,0,0,0
RPL23AP72,0,0,0,0
ITFG1,13,27,43,25
LOC100422275,0,0,0,0
LOC101927080,0,0,0,0
RNA5SP424,0,0,0,0
PHKB,8,18,27,21
RNA5SP425,0,0,0,0
LOC100420642,0,0,0,0
EIF4BP5,0,0,0,0
NDUFA5P11,0,0,0,0
LOC105371236,0,0,0,0
LINC02192,0,0,0,0
LINC02133,0,0,1,1
LOC105371237,0,0,0,1
LINC02134,0,0,0,0
ABCC12,1,2,0,0
ABCC11,0,1,0,2
LONP2,4,10,13,16
UBA52P8,0,0,0,0
SIAH1,5,7,15,8
LOC100526838,0,0,0,0
MOCS1P1,0,0,0,0
LOC112268166,0,0,0,0
N4BP1,11,36,53,17
RPS2P44,0,0,0,0
LOC105371239,0,0,0,0
LOC105371240,0,2,2,1
KLF8P1,0,0,0,0
RNU6-257P,0,0,0,0
MTND4LP25,0,0,0,0
LOC105371241,1,0,0,0
LOC102724847,0,0,0,0
CBLN1,0,0,0,0
LOC102724859,0,0,0,1
LOC105371243,0,0,0,0
C16orf78,0,0,0,0
LOC105371244,1,0,0,0
LOC105371245,0,0,0,0
LINC02179,0,0,0,0
ZNF423,8,1,0,8
ADAM3B,0,0,0,0
MRPS21P7,0,0,0,0
MRPS21P8,0,0,0,0
RPL34P29,0,0,0,0
CNEP1R1,1,1,6,2
LOC100130602,0,0,0,0
ACTG1P16,0,0,0,0
HEATR3,5,3,3,6
RNY4P3,0,0,0,0
RPL10P14,0,0,0,0
TENT4B,17,24,41,24
ADCY7,1,3,5,6
MIR6771,0,0,0,0
BRD7,7,10,7,7
LINC02178,0,0,0,0
NKD1,1,1,0,2
SNX20,2,1,4,4
LOC101927272,0,0,0,0
NOD2,4,3,8,5
CYLD-AS1,1,2,1,1
CYLD,6,7,9,8
MIR3181,0,0,0,0
LOC105371251,0,0,1,0
LINC02168,0,0,0,0
RNA5SP426,0,0,0,0
LOC112267895,0,0,0,0
LINC02128,0,0,2,0
LINC02127,0,1,0,0
LOC107984903,0,0,0,0
LOC107984887,0,0,0,0
SOD1P2,0,0,0,0
LOC105371253,0,0,0,0
SALL1,0,0,0,0
UNGP1,0,0,0,0
LOC107984886,0,0,0,0
LOC105371256,1,0,0,1
LOC102723323,6,4,2,3
LOC107984892,0,1,0,2
HNRNPA1L3,4,2,2,3
RN7SKP142,0,0,0,0
LOC105371257,0,0,0,1
LINC01571,0,0,0,0
LOC105371259,0,0,1,0
LINC02911,0,0,0,0
LINC00919,0,0,0,0
LINC02180,0,0,0,0
LOC105371261,0,0,0,0
CASC22,0,0,0,0
LOC107983961,0,0,0,0
LOC107984901,0,1,1,0
LOC105371262,0,0,0,0
TOX3,1,3,1,1
CASC16,0,0,0,1
LOC105371265,0,0,0,0
LOC105371264,0,0,0,0
LOC146253,3,10,13,10
PHB1P21,0,0,0,0
LOC100288763,0,0,0,0
LOC100128523,0,0,0,0
LOC105371267,0,1,1,0
CHD9,11,25,36,26
LOC100310835,0,0,0,0
LOC100421174,0,0,0,0
RNA5SP427,0,0,0,0
LOC100996483,0,0,0,0
LOC101929000,0,0,0,0
MPHOSPH10P1,1,5,3,0
LOC102723373,2,2,0,1
RBL2,17,20,44,21
RNU6-1153P,0,0,0,0
AKTIP,2,0,1,1
LOC105371268,0,0,1,2
LOC105371269,0,0,0,0
RPGRIP1L,3,3,0,1
FTO,10,16,20,31
FTO-IT1,0,0,0,0
LOC105371271,0,0,0,0
LINC02169,0,0,0,0
IRX3,0,0,0,2
LINC02140,0,0,0,0
LOC105371272,0,0,0,0
LINC02183,0,0,0,0
LOC105371274,0,0,0,0
LOC101927480,0,0,0,0
LOC105371275,1,4,0,1
LOC105371276,0,0,0,0
CRNDE,0,0,1,0
IRX5,0,0,0,0
LOC105371277,0,1,0,0
MTND5P34,0,0,0,0
LOC105371278,0,0,0,0
RN7SL841P,0,0,0,0
IRX6,0,0,1,0
RPL31P56,0,0,0,0
LOC105371279,0,0,0,0
MMP2-AS1,1,1,0,0
MMP2,0,0,0,0
LPCAT2,2,8,9,0
CAPNS2,0,0,0,0
SLC6A2,1,1,0,0
LOC105371280,1,1,2,4
CES1P2,0,1,0,0
CES1P1,0,0,0,0
CES1,0,1,0,1
CES5A,3,1,0,1
LOC107984815,0,0,0,0
LOC105371281,0,1,0,0
GNAO1-DT,1,2,1,3
LOC102725116,0,0,0,0
GNAO1,1,4,0,4
GNAO1-AS1,0,0,0,0
MIR3935,0,0,0,0
AMFR,6,8,9,15
NUDT21,4,3,10,8
OGFOD1,0,0,1,1
BBS2,1,3,1,11
LOC105371283,0,0,0,0
MT4,0,0,0,0
MT3,0,0,0,0
MT2A,20,13,32,15
MT1L,0,0,0,0
MT1E,0,0,2,0
MT1M,0,0,0,0
MT1JP,0,0,0,0
MT1A,0,0,0,0
MT1DP,0,0,0,0
MT1CP,0,0,0,0
MT1B,0,0,0,0
MT1F,0,0,2,0
LOC101927536,0,0,0,0
MT1G,0,0,0,0
MT1H,0,0,0,0
MT1IP,0,0,0,0
MT1X,1,2,0,1
DPPA2P4,0,0,0,0
NUP93-DT,0,0,0,3
LOC105371287,0,0,0,0
NUP93,5,7,10,11
MIR138-2,0,0,0,0
SLC12A3,2,1,0,0
MIR6863,0,0,0,0
RPS24P17,0,0,0,0
HERPUD1,6,13,17,17
CETP,1,0,1,0
NLRC5,15,23,33,34
LOC100130044,0,0,0,0
CPNE2,2,2,2,1
LOC105371289,0,0,0,0
PSME3IP1,14,14,20,17
RSPRY1,1,3,7,16
ARL2BP,3,4,7,6
PLLP,1,0,0,1
TRL-CAG2-1,0,0,0,0
TRL-CAG2-2,0,0,0,0
RPL23AP91,0,0,0,0
CCL22,0,0,0,0
CX3CL1,0,0,0,0
CCL17,1,0,0,1
CIAPIN1,1,2,5,2
COQ9,0,1,2,2
POLR2C,1,1,0,0
DOK4,0,0,1,0
CCDC102A,0,0,0,1
ADGRG5,0,4,1,2
LOC105371291,0,1,0,1
LOC107984889,0,0,0,0
HMGB3P32,0,0,0,0
ADGRG1,0,0,1,1
ADGRG3,13,11,25,2
DRC7,0,0,2,1
LOC100421594,0,0,0,0
LOC107984852,0,0,0,0
KATNB1,0,0,2,4
KIFC3,4,2,1,0
MIR6772,0,0,0,0
LOC388282,0,0,0,0
RNU6-20P,0,0,0,0
CNGB1,2,3,1,1
TEPP,0,0,0,0
ZNF319,0,1,4,2
USB1,0,3,7,1
MMP15,0,0,0,1
LOC100125393,0,0,0,0
CFAP20,0,1,4,0
LOC101927556,0,0,0,1
CSNK2A2,2,4,3,2
CCDC113,0,1,0,1
RN7SL645P,0,0,0,0
LOC105371293,0,0,0,0
PRSS54,0,0,0,0
RNU6-269P,0,0,0,0
RNU6-1110P,0,0,0,0
GINS3,0,3,0,2
LINC02137,1,1,0,4
NDRG4,2,2,0,5
RNU6-103P,0,0,0,0
SETD6,0,0,0,0
CNOT1,9,8,7,17
SNORA46,0,0,0,0
SNORA50A,0,0,0,0
LOC112268167,0,0,0,0
SLC38A7,0,1,1,2
GOT2,3,2,3,3
RNY5P9,0,0,0,0
RNU6-1155P,0,0,0,0
LOC107984867,0,1,1,2
RN7SL143P,0,0,0,0
GEMIN8P2,0,0,0,0
RPL12P36,0,0,0,0
LOC105371296,0,0,0,1
RPS27P27,0,0,0,0
LOC107984824,0,0,0,0
LOC105371298,0,1,0,0
RNU4-58P,0,0,0,0
DUXAP11,0,0,0,0
APOOP5,0,0,0,1
LINC02141,0,5,0,3
LOC105371300,0,0,0,0
LOC105371299,0,0,0,0
LOC100421258,0,0,0,0
NPAP1L,0,0,0,0
LOC101927605,1,3,1,8
GNPATP,0,0,0,0
LOC107984812,0,0,0,0
RPS27AP16,21,44,80,80
LOC105371301,0,0,0,0
LOC105371302,3,2,1,1
CDH8,6,8,2,5
RN7SKP76,0,0,0,0
RNU6-21P,0,0,0,0
LOC105371306,0,0,1,0
LOC102723560,2,1,0,1
LOC105371307,0,1,0,0
LOC105371308,10,7,3,7
UBE2FP2,0,0,0,0
RPS15AP34,0,0,0,0
LINC02165,0,1,0,1
LOC105371309,0,0,0,0
LOC729217,0,0,0,0
LOC105371310,0,1,1,3
LOC105371311,0,0,0,0
PPIAP48,0,0,0,0
LOC107984894,0,0,0,0
LOC107984822,0,0,0,1
LOC105371313,0,0,0,0
CDH11,2,2,2,2
LOC105371314,0,1,0,0
LINC02126,0,1,0,1
LINC00922,2,0,1,6
LOC107984823,0,0,0,0
LOC105371316,0,0,0,0
LOC105371317,1,1,0,0
RNA5SP428,0,0,0,0
LOC105371318,0,0,0,0
CDH5,0,2,0,1
LINC00920,0,0,0,0
BEAN1,0,1,0,0
LOC107984807,0,0,0,0
BEAN1-AS1,0,0,0,0
TK2,3,6,3,2
CKLF,0,0,0,0
CKLF-CMTM1,0,0,0,0
CMTM1,0,0,0,0
CMTM2,1,3,2,1
CMTM4,2,3,2,1
CMTM3,0,0,0,0
LOC112268168,1,0,0,1
DYNC1LI2,8,9,18,18
DYNC1LI2-DT,0,0,0,0
TERB1,0,1,1,3
NAE1,1,3,3,6
CA7,1,1,0,0
PDP2,1,0,1,1
LOC107984821,0,0,0,0
CDH16,0,0,0,0
RRAD,0,0,0,0
CIAO2B,5,2,3,7
CES2,2,3,1,7
LOC107984881,0,0,0,0
CES3,0,0,0,0
CES4A,1,0,0,2
RN7SL543P,0,0,0,0
CBFB,2,10,18,10
PHAF1,2,4,4,3
B3GNT9,0,0,0,0
TRADD,4,2,7,10
FBXL8,1,0,0,0
HSF4,0,1,0,0
NOL3,0,1,0,0
KIAA0895L,1,0,0,0
EXOC3L1,0,0,0,0
E2F4,3,3,10,7
ELMO3,0,0,0,3
MIR328,0,0,0,0
LRRC29,0,1,0,2
TMEM208,0,0,1,2
FHOD1,4,4,4,3
SLC9A5,0,2,1,0
PLEKHG4,0,1,0,1
KCTD19,1,1,1,2
RN7SKP118,0,0,0,0
LRRC36,2,3,1,3
TPPP3,0,1,1,0
RNU1-123P,0,0,0,0
ZDHHC1,0,2,2,0
HSD11B2,1,0,0,0
ATP6V0D1,12,9,22,6
ATP6V0D1-DT,1,1,1,1
AGRP,0,0,0,0
LOC100505942,0,0,0,0
RIPOR1,2,8,3,3
CTCF-DT,0,0,1,0
CTCF,7,21,21,13
CARMIL2,0,0,1,0
ACD,1,0,1,1
PARD6A,0,0,1,0
ENKD1,0,0,0,1
C16orf86,0,0,1,0
GFOD2,2,6,3,5
RANBP10,21,14,17,14
TSNAXIP1,0,2,0,1
CENPT,0,0,3,1
THAP11,0,0,0,0
NUTF2,4,3,3,3
EDC4,3,1,5,3
NRN1L,0,2,0,0
PSKH1,1,1,1,0
CTRL,0,1,0,0
PSMB10,5,1,7,6
LCAT,0,0,0,2
SLC12A4,0,0,1,1
DPEP3,1,1,1,0
DPEP2,9,17,21,14
KARS1P3,0,0,0,0
DPEP2NB,2,0,0,0
RNU6-359P,0,0,0,0
DDX28,0,1,1,0
DUS2,2,4,3,2
NFATC3,13,20,28,25
RPS12P27,0,0,0,0
ESRP2,1,2,0,1
MIR6773,0,0,0,0
PLA2G15,0,1,1,1
SLC7A6,3,5,4,8
RNU6-1262P,0,0,0,0
SLC7A6OS,0,0,0,0
PRMT7,1,3,7,6
RNU4-30P,0,0,0,0
SMPD3,1,1,1,1
RPL35AP33,0,0,0,0
LOC105371321,0,0,0,0
ZFP90,0,2,10,10
RNU4-36P,0,0,0,0
CDH3,4,3,1,2
LOC100418868,0,0,0,0
HSPE1P5,0,0,0,0
CDH1,2,2,3,4
RNA5SP429,0,0,0,0
FTLP14,0,0,0,0
TANGO6,8,7,6,14
RNU7-42P,0,0,0,0
RNU6-898P,0,0,0,0
LOC101060098,0,0,0,0
RPS2P45,0,0,0,0
HAS3,2,1,2,0
DERPC,0,0,0,0
CHTF8,0,0,0,0
UTP4,1,5,7,4
RNU6-22P,0,0,0,0
SNTB2,5,18,10,16
LOC100421641,0,0,0,0
VPS4A,5,0,8,7
COG8,2,1,1,1
PDF,0,0,0,0
NIP7,1,0,2,3
TMED6,0,0,0,0
TERF2,2,8,12,12
CYB5B,3,7,5,7
LOC100420066,0,0,0,0
LOC105371325,0,0,0,0
MIR1538,0,0,0,0
NFAT5,28,29,41,22
SNORD13H,0,0,0,0
NQO1,0,0,0,1
NOB1,1,0,5,3
NONOP1,1,0,2,2
WWP2,16,37,52,35
MIR140,0,0,0,0
CLEC18A,1,2,0,0
PDXDC2P-NPIPB14P,1,3,2,2
NPIPB14P,0,0,0,0
PDXDC2P,0,0,0,0
MIR1972-2,0,0,0,0
RPS10P24,0,0,0,0
PDPR,1,3,3,1
LOC400541,1,0,0,1
CLEC18C,0,0,0,0
LOC105371328,0,0,0,0
SMG1P7,2,1,0,2
EXOSC6,3,9,8,12
AARS1,2,3,3,5
RN7SL279P,0,0,0,0
DDX19B,2,1,0,1
DDX19A-DT,0,0,0,2
DDX19A,1,3,6,4
ST3GAL2,10,11,19,7
RPS27P26,0,0,0,0
RNU6-23P,0,0,0,0
FCSK,0,2,1,3
COG4,5,5,3,2
SF3B3,2,4,10,6
SNORD111B,0,0,0,0
SNORD111,0,0,0,0
IL34,0,0,0,3
MTSS2,1,0,2,1
VAC14,0,7,7,6
VAC14-AS1,0,0,0,0
TRG-GCC3-1,0,0,0,0
TRG-GCC2-4,0,0,0,0
TRG-GCC5-1,0,0,0,0
TRG-GCC2-5,0,0,0,0
HYDIN,4,11,3,9
RNU6ATAC25P,0,0,0,0
CMTR2,2,1,3,5
LOC102723786,0,1,0,0
LOC102725168,0,0,0,0
CALB2,0,0,0,0
LOC105371332,0,0,0,0
LINC02136,2,1,0,2
TRM-CAT2-1,0,0,0,0
TLE7,0,0,0,0
ZNF23,1,2,3,5
ZNF19,0,0,0,3
LOC105371335,0,0,0,0
CHST4,0,0,0,0
RNU6-1061P,0,0,0,0
TAT-AS1,0,0,0,0
TAT,0,0,0,0
LOC105371334,0,3,0,1
MARVELD3,1,1,0,2
PHLPP2,1,4,3,3
RNU6-208P,0,0,0,0
SNORA70D,0,0,0,0
AP1G1,8,16,20,13
SNORD71,0,0,0,0
LOC105371337,0,0,0,0
LOC100420489,0,0,0,0
ATXN1L,2,4,4,2
ZNF821,2,3,2,4
IST1,11,13,33,13
PKD1L3,2,2,2,3
RPL39P31,0,0,0,0
ATP5F1AP3,0,0,0,0
DHODH,1,1,1,1
TXNL4B,2,0,3,0
HP,0,0,0,0
HPR,0,0,0,0
DHX38,6,5,6,7
PMFBP1,0,2,2,1
LOC105371341,0,0,0,0
LOC390739,0,0,0,0
LINC01572,4,12,6,16
LOC101927978,0,1,0,1
RNU7-90P,0,0,0,0
KRT18P18,0,0,0,0
ZFHX3,26,40,14,22
RNU7-71P,0,0,0,0
HCCAT5,0,0,0,0
LINC01568,0,0,0,0
TRK-TTT1-1,0,0,0,0
LOC102723876,0,0,0,0
LOC105371342,0,0,0,0
RPSAP56,0,0,1,0
LOC107984856,0,0,0,0
PSMD7-DT,1,0,0,1
PPIAP49,0,0,0,0
PSMD7,6,6,16,15
RPL21P118,0,0,0,0
PDPR2P,2,3,4,1
NPIPB15,0,4,2,1
LOC105376772,0,0,0,0
CLEC18B,0,0,0,1
